"～につれて／～につれ","～と一緒に （一方の変化とともに他方も変わることを表す。 ）:Cùng với ~ (Biểu thị việc cùng với sự thay đổi theo một hướng nào đó, một hướng khác cũng thay đổi)","[動－辞書形],[名] ＋につれて","品質がよくなるにつれて、値段が高くなる。:Khi chất lượng tốt lên, giá cũng trở nên đắt.<br>時代の変化につれて、結婚の形も変わってきた。:Thời đại thay đổi, các hình thức kết hôn cũng thay đổi.<br>年をとるにつれ、昔のことが懐かしく思い出される。:Về già, càng nhớ tiếc về ngày xưa.","N2","1",",173nguphapn2,lesson2,",""
"～に対して（は）／～に対し／～に対しても／～に対する","～に （対象・相手を示す。）:Về việc, đối với~(chỉ đối tượng, đối phương)","[名]＋に対して","お客様に対して失礼なことを言ってはいけません。:Đối với khách hàng, cấm nói điều thất lễ.<br>いいことをした人に対し、表彰状が贈られる。:Với người làm việc tốt, sẽ được tặng giấy khen.<br>陳さんは日本の経済だけではなく日本の文化に対しても、興味を持っている。:Anh Trần không chỉ có hứng thú với kinh thế Nhật Bản mà còn cả với văn hoá Nhật nữa.<br>被害者に対する補償問題を検討する。:Chúng tôi xem xét vấn đề bồi thường với người bị hại.","N2","2",",173nguphapn2,lesson2,",""
"～について（は）／～につき／～についても／～についての","話したり考えたりする内容を表す。:Về, liên quan đến… Biểu thị nội dung suy nghĩ, lời nói.","[名]＋について","日本の経済について研究しています。:Tôi đang nghiên cứu về kinh tế Nhật Bản.<br>この病気の原因については、いくつかの説がある。:Về nguyên nhân của căn bệnh này, có một vài giả thuyết (được đưa ra).<br>我が社の新製品につき、ご説明いたします。:Tôi xin phép trình bày về sản phẩm mới của công ty chúng tôi.<br>日本の習慣についても、自分の国の習慣と比べながら考えてみよう。:Về tập quán của Nhật Bản, hãy thử suy nghĩ khi so sánh với tập quán của đất nước bạn.<br>コンピューターの使い方についての本がほしい。:Tôi muốn có cuốn sách nói về cách sử dụng máy tính.","N2","3",",173nguphapn2,lesson2,",""
"～にとって（は）／～にとっても／～にとっての","～の立場からみると （後ろには判断や評価がくる。）:Đối với… Nhìn từ lập trường của ~ (sau đó là phán đoán, bình phẩm)","[名]＋にとって","この写真は私にとって、何よりも大切なものです。:Bức ảnh này đối với tôi là thứ quan trọng hơn tất cả (hơn bất cứ thứ gì).<br>社員にとっては、給料は高いほうがいい。:Với nhân viên công ty thì, lương cao sẽ tốt hơn.<br>だれにとっても一番大切なのは健康です。:Với bất kỳ ai, sức khoẻ là quan trọng nhất.<br>環境問題は、人類にとっての課題だ。:Vấn đề môi trường là thách thức (nhiệm vụ) đối với nhân loại.","N2","4",",173nguphapn2,lesson2,",""
"～に伴って／～に伴い／～に伴う(1)","～にしたがって・～につれて:Cùng với, đi kèm....","[動－辞書形],[名] ＋に伴って","人口が増えるに伴って、いろいろな問題が起こってきた。:Đi kèm với việc tăng dân số, nhiều vấn đề đa dạng nảy sinh.<br>円高に伴い、来日する外国人旅行者が少なくなった。:Kèm theo việc đồng Yên tăng giá, khách du lịch đến Nhật cũng giảm đi.<br>経済発展にもとなう環境破壊が問題になっている。:Việc phá hoại môi trường đi kèm với sự phát triển kinh tế đang trở thành vấn đề (cần giải quyết).","N2","5",",173nguphapn2,lesson2,",""
"～に伴って／～に伴い／～に伴う(2)","～と一緒に （同時に起きる）:Cùng với, xảy ra đồng thời.","[名]＋に伴って","地震に伴って、火災が発生することが多い。:Cùng với động đất, hoả hoạn cũng phát sinh nhiều.<br>自由には、それに伴う責任がある。:Tự do luôn đi kèm với trách nhiệm.","N2","6",",173nguphapn2,lesson2,",""
"～によって／～により／～による／～によっては","動作の主体（主に受身文で）を示す。:Nhờ vào, do, bởi ~ .Chỉ chủ thể của hành động (chủ yếu trong câu bị động).","[名]＋によって","アメリカ大陸はコロンブスによって発見された。:Châu Mỹ do Columbus phát hiện ra.<br>この法案は国会により承認された。:Dự luật này đã được quốc hội thông qua (thừa nhận).<br>医師による診断の結果を報告します。:Tôi sẽ báo cáo kết quả chẩn đoán bởi bác sỹ.","N2","7",",173nguphapn2,lesson2,",""
"～によると／～によれば","伝聞の根拠を示す。:Theo, y theo ~. Chỉ căn cứ của tin đồn.","[名]＋によると","今朝の新聞によると、来年度、二つの大学が新設されるそうだ。:Theo báo ra sáng nay, sang năm, hai trường đại học mới sẽ được thành lập.<br>天気予報によると、あしたは雨が降るそうです。:Theo dự bảo thới tiết, ngày mai nghe nói sẽ mưa.<br>友達の話によれば、あの映画はとても面白いということです。:Nghe bạn tôi kể thì bộ phim đó có vẻ khá thú vị.","N2","8",",173nguphapn2,lesson2,",""
"～を中心に（して）／～を中心として","～を真ん中にして・～を一番重要なものとして:Lấy ~ làm trung tâm, lấy ~ là thứ quan trọng nhất.","[名]＋を中心に","駅を中心にたくさんの商店が集まっている。:Nhiều cửa hàng tập trung quanh ga.<br>この国は自動車産業を中心に工業を進めている。:Nước này lấy công nghiệp sản xuất ô tô làm trung tâm cho phát triển công nghiệp.<br>地球は太陽を中心にして回っている。:Trái đất quay quanh tâm là mặt trời.<br>21世紀の経済はアジアを中心として発展するでしょう。:Kinh tế thế kỷ 21sẽ phát triển với trung tâm là Châu Á.","N2","9",",173nguphapn2,lesson2,",""
"～を問と わず／～は問わず","～に関係なく・～に影響されないで:Không kể, bất kể. Không liên quan đến ~, không bị ảnh hưởng bởi ~","[名]＋を問わず","留学生ならどなたでも国籍、年齢、性別を問わず申し込めます。:Nếu là lưu học sinh, bất cứ ai, không kể quốc tịch, tuổi tác, giới tính đều có thể đăng ký.<br>この病院では昼夜を問わず救急患者を受け付けます。:Bệnh viện này không kể ngày đêm đều tiếp nhận bệnh nhân cấp cứu.<br>学歴、経験は問わず、やる気のある社員を募集します。:Không kể đến học vấn, kinh nghiệm, chúng tôi tuyển nhân viên có sự say mê.","N2","10",",173nguphapn2,lesson2,",""
"～をはじめ／～をはじめとする","一つの主な例を出す言い方。:Cách nói đưa ra một ví dụ chính.","[名]＋をはじめ","上野動物園にはパンダをはじめ、子供たちに人気がある動物がたくさんいます。:Ở vườn thú Ueno, những động vật mà trẻ em yêu thích, như gấu trúc, có rất nhiều.<br>ご両親をはじめ、ご家族の皆様、お元気でいらっしゃいますか。:Hai bác nhà mình và toàn thể gia đình vẫn mạnh khoẻ chứ ạ?<br>国会議員をはじめとする視察団が被災地を訪れた。:Bao gồm các nghĩ sĩ, đoàn thị sát đã đến thăm các vùng bị thiên tại.","N2","1",",173nguphapn2,lesson3,",""
"～をもとに／～を元にして","～を判断の基準・材料などにして:Lấy ~ làm cơ sở, tài liệu cho phán đoán.","[名]＋をもとに","ファンの人気投票をもとに審査し、今年の歌のベストテンが決まります。:Bảng xếp hạng ca khúc top ten năm nay sẽ được quyết định dựa trên sự thẩm tra phiếu bình chọn của fan.<br>ノンフィクションというのは事実を元にして書かれたものです。:Loại (sách) Non fiction là loại được viết dựa trên sự thật.","N2","2",",173nguphapn2,lesson3,",""
"～うちに／～ないうちに(1)","その間に （その状態が変わる前に何かをする。）:Trong lúc… (làm việc gì đó trước khi trạng thái đó thay đổi)","[動－辞書形／ない形－ない],[い形－い],[な形－な],[名－の] ＋うちに","日本にいるうちに、一度京都を訪ねたいと思っている。:Trong lúc còn ở Nhật, tôi định sẽ đi thăm Kyoto một lần.<br>子供が寝ているうちに、掃除をしてしまいましょう。:Trong khi con đang ngủ, làm xong việc dọn dẹp nào.<br>若いうちに、いろいろ経験したほうがいい。:Khi còn trẻ, nên tích luỹ nhiều kinh nghiệm (nên có nhiều trải nghiệm).<br>花がきれいなうちに、花見に行きたい。:Muốn đi ngắm hoa lúc nó còn đang đẹp.<br>今日のうちに、旅行の準備をしておこう。:Trong ngày hôm nay, hãy chuẩn bị cho chuyến du lịch.<br>冷めないうちに、どうぞ召し上がってください。:Mời bác ăn ngay khi nó chưa nguội ạ.","N2","3",",173nguphapn2,lesson3,",""
"～うちに／～ないうちに(2)","～の間に （その間に、はじめはなかったことが起きる。）:Trong khoảng… (Trong khoảng thời gian đó, xảy ra việc mà lúc đầu không có)","[動－辞書形／ない形－ない],[い形－い],[な形－な],[名－の] ＋うちに","寒かったが、走っているうちに体が暖かくなった。:Dù trời lạnh, trong lúc đang chạy cơ thể trở nên ấm.<br>彼女の話を聞いているうちに、涙が出てきました。:Trong lúc đang nghe câu chuyện của cô ấy, tôi đã rơi nước mắt.<br>何度も話し合ううちに、互いの理解が深まった。:Nhiều lần trao đổi, sự hiểu biết lẫn nhau ngày càng sâu đậm (tăng cường).<br>しばらく合わないうちに、日本語が上手になりましたね。:Chỉ trong thời gian ngắn không gặp, tiếng Nhật của bác đã giỏi thế!","N2","4",",173nguphapn2,lesson3,",""
"～おかげで／～おかげだ","～ために （それが原因で、いい結果になって感謝する気持ちを表す。）:Nhờ, do có... ( Biểu thị lòng biết ơn vì nhớ nguyên nhân đó mà có kết quả tốt)","[動・い形・な形・名]の名詞修飾型＋おかげで","科学技術が発達したおかげで、我々の生活は便利になった。:Nhờ khoa học kỹ thuận phát triển, đời sống của chúng ta trở nên tiện lợi hơn.<br>家が海に近いおかげで、新鮮な魚が食べられる。:Nhờ nhà em gần biển nên lúc nào cũng có cá tươi ăn.<br>山本さんは中国語が上手なおかげで、いい仕事が見つかったそうです。:Bác Yamamoto vì giỏi tiếng Trung Quốc nên nghe nói đã tìm được một công việc tốt.<br>仕事が早く済んだのは、山田さんのおかげです。:Công việc làm xong nhanh chóng là nhờ có bác Yamada.","N2","5",",173nguphapn2,lesson3,",""
"～かわりに(1)","～をしないで （それをしないで、別のことをする。）:Thay vì không ~ (Không làm ~ mà làm một việc khác.","[動－辞書形]＋かわりに","私立大学を一つ受けるかわりに、国立大学を三つ受けたい。:Không đăng ký vào một trường tư nào, tôi muốn đăng ký 3trường quốc lập.<br>音楽会に行くかわりに、CD を３枚買うほうがいいと思う。:Thay vì đi nghe hoà nhạc, tôi nghĩ mua 3đĩa CD có khi tốt hơn.","N2","6",",173nguphapn2,lesson3,",""
"～かわりに(2)","～の代理で・の代用として:Làm đại lý, thay thế cho ~","[名－の]＋かわりに","病気の父のかわりに、私が参りました。:Thay cho bố đang bị ốm, tôi đã đi.<br>包帯のかわりに、ハンカチで傷口を縛った。:Thay vì dùng băng gạc, tôi đã dung khăn tay để băng miệng viết thương.","N2","7",",173nguphapn2,lesson3,",""
"～かわりに(3)","～に相当する分だけ:Chỉ có phần tương đương với ~","[動・い形・な形・名]の名詞修飾型＋かわりに","私が料理するかわりに、あなたは掃除してください。:Em nấu ăn, anh quét nhà đi.<br>この部屋は狭いかわりに、家賃が安い。:Căn phòng này nhỏ hẹp, tương ứng là giá thuê cũng rẻ.<br>私のマンションは静かなかわりに、駅から遠くて不便だ。:Khu nhà tôi ở khá yên tĩnh, bù lại đường từ ga đến lại xa, khá bất tiện.","N2","8",",173nguphapn2,lesson3,",""
"～くらい／～ぐらい／～くらいだ／～ぐらいだ(1)","（状態の程度を表す。）:Biểu thị mức độ trạng thái","[動－辞書形／ない形－ない],[い形－い],[な形－な],[名] ＋くらい","棚から物が落ちるくらい大きい地震があった。:Trận động đất mạnh đến mức các đồ vật bị rơi xuống từ trên giá.<br>この辺りは夜になると、寂しいくらい静かだ。:Khi đêm xuống, vùng quanh đây yên tĩnh đến cô quạnh.<br>木村さんは薬しみにしていた旅行に行けなくなって、かわいそうなぐらいがっかりしていた。:Anh Kimura đã thất vọng đến tội nghiệp khi không đi được chuyến du lịch mà anh ấy đã mong chờ.<br>彼くらい日本語が話せれば、通訳ができるだろう。:Nói được tiếng Nhật cỡ như tui, làm phiên dịch được không nhỉ?<br>おなかが痛くて、がまんできないぐらいだった。:Bụng đau đến mức không chịu được.","N2","9",",173nguphapn2,lesson3,",""
"～くらい／～ぐらい／～くらいだ／～ぐらいだ(2)","（程度の軽いことを表す ）:Biểu thị mức độ nhẹ","[動]の普通形,[名] ＋くらい","忙しくても電話を掛けるくらいはできたでしょう。:Dù bận nhưng ít ra một cuộc điện thoại anh cũng gọi được chứ?<br>外国語は、１か月習ったぐらいでは、上手に話せるようにはならないだろう。:Ngoại ngữ thì học cỡ một tháng không thể giao tiếp giỏi được.<br>人に会ったら、あいさつぐらいしてほしい。:Tôi muốn anh khi gặp mọi người, chí ít cũng phải chào hỏi.","N2","10",",173nguphapn2,lesson3,",""
"～上（に）","～だけでなく・～に加えて:Không chỉ ~, thêm vào với ~","[動・い形・な形・名]の名詞修飾型＋上（に）","今年のインフルエンザは高熱が出る上、せきもひどい。:Dịch cúm năm nay không chỉ có sốt cao, mà còn ho dữ dội nữa.<br>林さんのお宅でごちそうになった上、おみやげまでいただきました。:Ở nhà bác Hayashi, tôi không chỉ được ăn ngon, còn được cả quà mang về nữa.<br>彼女は頭がいいうえに、性格もよい。:Cô ấy đã thông minh, tính cách lại tốt nữa.<br>この機械は使い方が簡単なうえに、軽いので大変便利だ。:Máy này không chỉ dễ sử dụng, lại nhẹ nữa nên rất tiện.<br>このアルバイトは好条件のうえに通勤時間も短いので、ありがたい。:Việc làm thêm này ngoài điều kiện tốt, thời gian đi làm cũng ngắn, rất sướng.","N2","1",",173nguphapn2,lesson4,",""
"～最中に／～最中だ","何かをしているちょうどその時に:Ngay trong lúc đang làm việc gì đó","[動-ている],[名-の] ＋最中に","考えている最中に、話しかけられて困った。:Đang nghĩ, cứ bị nói xen vào, đến khổ.<br>試合の最中に、雨が降ってきた。:Giữa trận đấu, trời lại đổ mưa,<br>その事件については、今調査している最中です。:Về vụ tai nạn này, bây giờ đang điều tra.","N2","2",",173nguphapn2,lesson4,",""
"～次第","～したら、すぐ （～が終わったらすぐ後のことをすることを表す。）:Ngay khi ~. Chỉ việc làm ngay sau khi ~ kết thức.","[動-ます形],[名] ＋次第","新しい住所が決まり次第、連絡します。:Ngay sau khi quyết định được địa chỉ mới, chúng tôi sẽ liên lạc.<br>向こうに着き次第、電話をしてください。:Ngay sau khi đến nơi, hãy gọi điện nhé.<br>雨がやみ次第、出発しましょう。:Ngay sau khi mưa tạnh, xuất phát nhé.<br>12時に式が終わります。終了次第パーティーを始めますから、皆様ご参加ください。:Buổi lễ sẽ kết thúc lúc 12h. Ngay sau khi kết thúc sẽ bắt đầu liên hoan, mọi người cùng tham gia nhé.","N2","3",",173nguphapn2,lesson4,",""
"～たとたん（に）","～するとすぐに:Ngay sau ~","[動－た形]＋とたん","犯人は警官の姿を見たとたん、逃げ出した。:Ngay khi thấy bóng cảnh sát, tên phạm nhân đã chạy trốn.<br>疲れていたので、ベッドに入ったとたんに、眠ってしまった。:Vì mệt quá, lên giường cái là ngủ mất ngay.<br>先生はいつもベルが鳴ったとたんに、教室に入ってくる。:Thầy giáo lúc nào cũng vào lớp ngay sau khi chuông kêu.","N2","4",",173nguphapn2,lesson4,",""
"～たび（に）","～する時はいつも:Mỗi khi, mỗi dịp ~","[動－辞書形],[名－の] ＋たび","その歌を歌うたび、幼:おさな<br>い日のことを思い出す。<br>Mỗi lần nghe bài hát đó, tôi lại nhớ về những ngày thơ ấu.<br>人は新しい経験をするたびに、何かを学ぶ。:Con người mỗi khi có một trải nghiệm mới, đều học được điều gì đó.<br>私は旅行のたびに、絵葉書を買います。:Tôi mỗi lần đi du lịch đều mua bưu ảnh.<br>その川は大雨のたびに、水があふれて被害が起きている。:Con sông đó mỗi lần mưa lớn, nước dâng lên gây ra thiệt hại.","N2","5",",173nguphapn2,lesson4,",""
"～て以来","それから後ずっと:Suốt từ đó về sau…","[動－て形]＋以来","日本に来て以来、日本に対する考え方が少しずつ変わってきた。:Từ ngày đến nước Nhật, cách nghĩ của tôi về Nhật Bản cũng thay đổi dần dần từng chút một.<br>昨年夏に手紙を受け取って以来、彼から連絡がまったくない。:Từ khi nhận được thư hè năm ngoái, hoàn toàn không có thông tin gì về anh ấy cả.<br>そのことがあって以来、彼は彼女に好意をもつようになった。:Kể từ khi xảy ra chuyện đó, anh ấy đã có cảm tình với cô ấy.","N2","6",",173nguphapn2,lesson4,",""
"～とおり（に）／～どおり（に）","～と同じに:Làm giống như ~","[動－辞書形／た形],[名－の] ＋とおり/[名] ＋どおり","説明書に書いてあるとおりにやってみてください。:Hãy thử làm như được viết trong bản hướng dẫn.<br>あの人の言ったとおりにすれば、大丈夫です。:Nếu làm như ông kia nói thì không sao cả.<br>彼は A 大学に合格した。私の思ったとおりだった。:Anh ấy đã đỗ vào đại học A. Đúng như tôi đã nghĩ.<br>矢印のとおりに進んでください。:Hãy tiến theo hướng mũi tên chỉ.<br>その企画は計画どおりには進まなかった。:Kế hoạch đó đã không đi theo dự định.<br>予想どおり、A チームが優勝した。:Đúng như dự đoán, đội A đã vô địch.","N2","7",",173nguphapn2,lesson4,",""
"～ところに／～ところへ／～ところを","そういう時に／そういう場へ／そういう場面を:Đúng lúc, đúng địa điểm, đúng hoàn cảnh ấy…","[動－辞書形／た形／ている],[い形－い] ＋ところに","ちょうど金さんのうわさをしているところに、本人がやって来た。:Vừa lúc đang tán gẫu về anh Kim, thì anh ấy đã đến.<br>これから寝ようとしたところへ、友達が訪ねてきた。:Đang định đi ngủ thì bạn lại đến chơi.<br>いいところへ来ましたね。今ちょうどスイカを切ったんです。一緒に食べましょう。:Đến đúng lúc thế nhỉ ☺. Tớ vừa bổ dưa hấu này. Cùng ăn nào!<br>こっそりタバコを吸っているところを、妹に見られた。:Đang lúc hút thuốc lá trộm lại bị cô em bắt gặp.","N2","8",",173nguphapn2,lesson4,",""
"～ほど／～ほどだ／～ほどの(1)","～くらい （程度を表す。）:Chừng, mức ~","[動－辞書形／ない形－ない],[い形－い],[な形－な],[名] ＋ほど","会場にはあふれるほど、ギターを持った若者が集まっていた。:Các thanh niên mang đàn ghi ta tụ tập đông đến mức tràn ngập cả hội trường.<br>子供をなくしたご両親の悲しみが痛いほど分かる。:Tôi hiểu được nỗi đau buồn của những bậc cha mẹ mất con.<br>私にも言いたいことが山ほどある。:Những điều tôi muốn nói nhiều như núi.<br>久しぶりに国の母の声を聞いて、うれしくて泣きたいほどだった。:Đã lâu mới được nghe giọng nói của mẹ từ trong nước, tôi hạnh phúc đến muốn khóc.<br>持ちきれないほどの荷物があったのでタクシーで帰った。:Nhiều hành lý đến mức mang không xuể, tôi đi taxi về nhà.","N2","9",",173nguphapn2,lesson4,",""
"～ほど／～ほどだ／～ほどの(2)","～が一番・・・だ （「～ほど・・・はない」の形で使われる。）:~ là nhất","[動－辞書形],[名] ＋ほど・・・はない","仲のいい友達と旅行するほど楽しいことはない。:Đi chơi với bạn thân (tốt) là vui nhất.<br>彼女ほど頭のいい人には会ったことがない。:Tôi chưa gặp ai thông minh như cô ấy.<br>戦争ほど悲惨なものはない。:Không có gì bi thảm bằng chiến tranh.","N2","10",",173nguphapn2,lesson4,",""
"～せいだ／～せいで／～せいか","ために （それが原因で悪い結果になったことを表す。）:Tại vì ~ . (Do nguyên nhân đó mà có kết quả xấu)","[動・い形・な形・名]の名詞修飾型＋せいだ","私が失敗したのは、彼のせいだ。:Tôi thất bại là tại thằng ấy.<br>電車が遅れたせいで、遅刻した。:Vì tàu chậm nên tôi đã đến muộn.<br>甘いものが好きなせいで、食べ過ぎて太ってしまった。:Tại vì thích ăn đồ ngọt, tôi đã ăn nhiều quá và phát phì.<br>暑いせいか、食欲がない。:Trời nóng, chả cả thèm ăn.","N2","1",",173nguphapn2,lesson5,",""
"～ばかりに","～だけのために （それだけが原因で悪い結果になった残念な気持ちを表す。）:Chỉ vỉ ~ (Biểu thị tâm trạng tiếc vi chỉ tại nguyên nhân đó mà trở thành kết quả xấu)","[動・い形・な形・名]の名詞修飾型＋ばかりに","うそをついたばかりに恋人に嫌われてしまった。:Chỉ tại nói dối mà bị người yêu ghét/giận.<br>お金がないばかりに大学に進学できなかった。:Chỉ vì thiếu tiền mà không học lên đại học được.<br>日本語が下手なばかりに、いいアルバイトが探せません。:Chỉ tại kém tiếng Nhật nên không tìm được việc làm thêm tốt.<br>長女であるばかりに、弟や妹の世話をさせられる。:Chỉ vì là chị gái lớn mà tôi phải giúp hết em trai đến em gái.","N2","2",",173nguphapn2,lesson5,",""
"～ものだから","～ので （理由。言い訳の時よく使う。）:Tại vì ~ (Hay dùng khi nói lý do, phân trần, biện bạch)","[動・い形・な形・名]の名詞修飾型＋ものだから","事故で電車が遅れたものですから、遅くなってすみません。:Do tai nạn nên tàu bị trễ, tôi xin lỗi vì đã đến muộn.<br>日本の習慣を知らないものですから、失礼なことをするかもしれません。:Vì không biết tập quán của Nhật, có thể làm điều thất lễ chăng.<br>あまり悲しかったものだから、大声で泣いてしまった。:Vì điều không đáng buồn mấy mà khóc rống lên.<br>家が狭いものですから、大きい家具は置けません。:Do nhà chật nên không bày biện đồ gia dụng gì to được.<br>一人っ子なものだから、わがままに育ててしまいました。:Vì là con một nên (tôi) lớn lên khá ích kỷ.","N2","3",",173nguphapn2,lesson5,",""
"～ように／～ような(1)","（例を表す。）:Biểu thị ví dụ, như là ~","[動・名]の名詞修飾型＋ように","ここに書いてあるように申込書に記入してください。:Hãy điền vào đơn đăng ký như viết ở mẫu này.<br>東京のように人口が集中すると、交通渋滞は避けられない。:Cứ tập trung dân số như ở Tokyo, khó mà tránh khỏi giao thông ùn tắc.<br>ケーキのような甘いものはあまり好きではありません。:Tôi không thích những thứ ngọt như bánh ga tô.","N2","4",",173nguphapn2,lesson5,",""
"～ように／～ような(2)","（目標を表す。）:Chỉ mục tiêu","[動－辞書形／ない形－ない]＋ように","この本は小学生でも読めるようにルビがつけてあります。:Cuốn sách này, để cho học sinh tiểu học cũng đọc được, phiên âm được đính vào.<br>予定通り終わるように計画を立ててやってください。:Hãy lập lịch để có thể kết thúc theo kế hoạch.<br>風邪を引かないように気をつけてください。:Hãy cẩn thận để không bị trúng gió.","N2","5",",173nguphapn2,lesson5,",""
